rxn_id,kind,pred_score,ensemble,n_int
CLPNS141pp,down,0.663498079962615,0.663498079962615,1
PPPNDO,oe,0.6634786184719489,0.6634786184719489,1
HEPK1,oe,0.6634454749759761,0.6634454749759761,1
PGPP160pp,ko,0.6634010756474552,0.6634010756474552,1
GDPDPK,ko,0.6634009902242277,0.6634009902242277,1
3OAR60,ko,0.6633977130996109,0.6633977130996109,1
HEPT3,oe,0.6633784857942869,0.6633784857942869,1
UREAtpp,down,0.6633781838693162,0.6633781838693162,1
APH180,down,0.6633082453900043,0.6633082453900043,1
APH181,down,0.6633082453900043,0.6633082453900043,1
DHPPD,down,0.6633082345182278,0.6633082345182278,1
DHCIND,down,0.6633082345182278,0.6633082345182278,1
PLIPA2E181pp,down,0.6632510497616451,0.6632510497616451,1
PLIPA1G180pp,down,0.6632510497616451,0.6632510497616451,1
DASYN180,down,0.6632443597004712,0.6632443597004712,1
AGM4Pt2pp,down,0.6632080991825403,0.6632080991825403,1
PAPA160pp,ko,0.6631352280774833,0.6631352280774833,1
SERASr,ko,0.6631105632075381,0.6631105632075381,1
UM4PL,ko,0.6631090305065996,0.6631090305065996,1
NI2abcpp,ko,0.6631071507174539,0.6631071507174539,1
NI2uabcpp,ko,0.6631071507174539,0.6631071507174539,1
ZN2abcpp,ko,0.6631071507174539,0.6631071507174539,1
ZNabcpp,ko,0.6631071507174539,0.6631071507174539,1
GMHEPAT,ko,0.6630816591603858,0.6630816591603858,1
LPLIPAL2ATE161,ko,0.6629724308162762,0.6629724308162762,1
LPLIPAL2ATE160,ko,0.6629724308162762,0.6629724308162762,1
ASNabcpp,down,0.6629679879239121,0.6629679879239121,1
LEUabcpp,down,0.6629679879239121,0.6629679879239121,1
PROabcpp,down,0.6629679879239121,0.6629679879239121,1
LPLIPAL2ATG120,down,0.6628688510343964,0.6628688510343964,1
DADNt2pp,down,0.6628362599155989,0.6628362599155989,1
CPH4S,down,0.662832370514967,0.662832370514967,1
PLIPA1A141pp,ko,0.6628176692066984,0.6628176692066984,1
PLIPA1A120pp,ko,0.6628176692066984,0.6628176692066984,1
PLIPA2G180pp,ko,0.6627971125263092,0.6627971125263092,1
GLUPRT,oe,0.6627777777777778,0.6627777777777778,1
PRAGSr,oe,0.6627777777777778,0.6627777777777778,1
OMCDC,down,0.6627777777777778,0.6627777777777778,1
FUM,oe,0.6627777777777778,0.6627777777777778,1
LPLIPAL2ATG160,down,0.6627565889825473,0.6627565889825473,1
PE120abcpp,ko,0.6627428597460026,0.6627428597460026,1
PE141abcpp,ko,0.6627428597460026,0.6627428597460026,1
AM4PCP,ko,0.6627121190615725,0.6627121190615725,1
XYLK2,ko,0.6626738902031699,0.6626738902031699,1
PAPA141,ko,0.6626667926506407,0.6626667926506407,1
PAPA140,ko,0.6626667926506407,0.6626667926506407,1
SPMDabcpp,down,0.6626605358108383,0.6626605358108383,1
FEOXAMabcpp,ko,0.662605287754279,0.662605287754279,1
FE3HOXabcpp,ko,0.662605287754279,0.662605287754279,1
FECRMabcpp,ko,0.662605287754279,0.662605287754279,1
FRUptspp,down,0.6625129691347253,0.6625129691347253,1
COLIPAPabctex,ko,0.6624610515082637,0.6624610515082637,1
ACOLIPAabctex,ko,0.6624610515082637,0.6624610515082637,1
CLIPAabctex,ko,0.6624610515082637,0.6624610515082637,1
SPMDabcpp,ko,0.662434395973509,0.662434395973509,1
EAR180x,ko,0.6624200614422963,0.6624200614422963,1
EAR80x,ko,0.6624200614422963,0.6624200614422963,1
EAR161x,ko,0.6624200614422963,0.6624200614422963,1
EAR181x,ko,0.6624200614422963,0.6624200614422963,1
EAR160x,ko,0.6624200614422963,0.6624200614422963,1
PGSA160,ko,0.6623771386821394,0.6623771386821394,1
ASPO4,ko,0.6623416159405742,0.6623416159405742,1
3OAR141,down,0.6623248982205939,0.6623248982205939,1
PA140abcpp,down,0.6623087401275243,0.6623087401275243,1
LPLIPAL2ATG141,down,0.6622649261027025,0.6622649261027025,1
INSt2pp_copy1,down,0.6622336626383487,0.6622336626383487,1
MLDEP2pp,oe,0.6622270471848668,0.6622270471848668,1
LPLIPAL2E181,down,0.6622079640158962,0.6622079640158962,1
LPLIPAL2G181,down,0.6622079640158962,0.6622079640158962,1
PSSA181,down,0.6621470174360135,0.6621470174360135,1
AGPAT120,ko,0.6621464372518029,0.6621464372518029,1
ACACT8r,oe,0.6621424184134028,0.6621424184134028,1
PSSA140,down,0.6621368332588082,0.6621368332588082,1
PA140abcpp,ko,0.6621210854554079,0.6621210854554079,1
HEX7,down,0.6621176300925007,0.6621176300925007,1
3OAR160,down,0.6621101345134061,0.6621101345134061,1
AGPAT181,ko,0.6621014783220032,0.6621014783220032,1
GGPTRCS,down,0.6620990459955719,0.6620990459955719,1
CHLt2pp,down,0.6620855594852468,0.6620855594852468,1
IDONt2rpp,ko,0.6620774407891592,0.6620774407891592,1
AGM4PApp,ko,0.6620439828006895,0.6620439828006895,1
2DGULRy,oe,0.6620392577720117,0.6620392577720117,1
MLTGY4pp,oe,0.6620247482343513,0.6620247482343513,1
GALKr,ko,0.6620151682246637,0.6620151682246637,1
GDPTPDP,ko,0.6619966937454261,0.6619966937454261,1
AKGt2rpp,ko,0.6619691471591554,0.6619691471591554,1
3HAD100,oe,0.6619636063268776,0.6619636063268776,1
FALGTHLs,down,0.6619537203170454,0.6619537203170454,1
ASCBptspp,ko,0.6619488524308723,0.6619488524308723,1
AGM3PA,ko,0.6619406779449509,0.6619406779449509,1
PG120abcpp,down,0.6619232446422683,0.6619232446422683,1
THRt4pp,down,0.6618599710095372,0.6618599710095372,1
PROt4pp,down,0.6618599710095372,0.6618599710095372,1
PLIPA1G120pp,down,0.6618413986283661,0.6618413986283661,1
PLIPA1E120pp,down,0.6618413986283661,0.6618413986283661,1
PLIPA1E141pp,down,0.6618413986283661,0.6618413986283661,1
DMQMT,down,0.6617598274049602,0.6617598274049602,1
RBK,down,0.6617321346072447,0.6617321346072447,1
GALURt2rpp,down,0.661698388134745,0.661698388134745,1
FRUURt2rpp,down,0.661698388134745,0.661698388134745,1
TDPDRE,oe,0.661679259501589,0.661679259501589,1
DINStex,ko,0.6616494840823803,0.6616494840823803,1
3GMPtex,ko,0.6616494840823803,0.6616494840823803,1
3AMPtex,ko,0.6616494840823803,0.6616494840823803,1
23CAMPtex,ko,0.6616494840823803,0.6616494840823803,1
GLYCAt2rpp,ko,0.6615583385125864,0.6615583385125864,1
3KGK,oe,0.6615310532207649,0.6615310532207649,1
PA160abcpp,down,0.6615293692149355,0.6615293692149355,1
PA161abcpp,down,0.6615293692149355,0.6615293692149355,1
14GLUCANabcpp,down,0.6615087519623131,0.6615087519623131,1
AADDGT,oe,0.6614057227149038,0.6614057227149038,1
THMabcpp,ko,0.6613786520902386,0.6613786520902386,1
O16A4COLIPAabctex,down,0.6613537093119256,0.6613537093119256,1
ECA4COLIPAabctex,down,0.6613537093119256,0.6613537093119256,1
ACPPAT181,down,0.6613342706140165,0.6613342706140165,1
PTRCabcpp,down,0.6612739388051443,0.6612739388051443,1
ALAALAabcpp,ko,0.6612615814229578,0.6612615814229578,1
ALDD4,oe,0.6612194944365916,0.6612194944365916,1
NMNDA,down,0.6612112719491885,0.6612112719491885,1
ALDD2x,down,0.6611697979395371,0.6611697979395371,1
GLYCK2,ko,0.6611429636404735,0.6611429636404735,1
ORNDC,ko,0.6611310957453217,0.6611310957453217,1
CYNTt2pp,down,0.6610905575735934,0.6610905575735934,1
RIBabcpp,down,0.661072940301535,0.661072940301535,1
CLPNH141pp,ko,0.6610666450387,0.6610666450387,1
CLPNH140pp,ko,0.6610666450387,0.6610666450387,1
PTRCabcpp,ko,0.661047798967815,0.661047798967815,1
GTPDPK,oe,0.6610260070436695,0.6610260070436695,1
UPPDC1,down,0.6609984075977683,0.6609984075977683,1
EAR181y,ko,0.660990819345628,0.660990819345628,1
EAR180y,ko,0.660990819345628,0.660990819345628,1
EAR141y,ko,0.660990819345628,0.660990819345628,1
EAR80y,ko,0.660990819345628,0.660990819345628,1
CYSDDS,down,0.6608598023638453,0.6608598023638453,1
CRNt2rpp,down,0.6608139161905786,0.6608139161905786,1
ADNCYC,ko,0.6608117527012938,0.6608117527012938,1
PA141abcpp,down,0.6607908460141576,0.6607908460141576,1
GLCS1,down,0.6607757550420192,0.6607757550420192,1
ACCOAL,down,0.6606610109286978,0.6606610109286978,1
AGM3PH,ko,0.660640532012151,0.660640532012151,1
PLIPA2A141pp,ko,0.6606393558017672,0.6606393558017672,1
PLIPA2A120pp,ko,0.6606393558017672,0.6606393558017672,1
PE180abcpp,ko,0.6606192533455031,0.6606192533455031,1
PA141abcpp,ko,0.6606031913420413,0.6606031913420413,1
PE180abcpp,down,0.6605669136166463,0.6605669136166463,1
PAPA180,ko,0.6605431862501412,0.6605431862501412,1
THRabcpp,down,0.6605407675979768,0.6605407675979768,1
ENLIPAabctex,down,0.6605371047731343,0.6605371047731343,1
DIMPtex,ko,0.660447384058333,0.660447384058333,1
GMPtex,ko,0.660447384058333,0.660447384058333,1
AMPtex,ko,0.660447384058333,0.660447384058333,1
SULabcpp,ko,0.6604070775510857,0.6604070775510857,1
MG2uabcpp,ko,0.6604070775510857,0.6604070775510857,1
COBALT2abcpp,ko,0.6604070775510857,0.6604070775510857,1
ENLIPAabctex,ko,0.660349450101018,0.660349450101018,1
PSSA140,ko,0.6603386452843713,0.6603386452843713,1
TMDK1,down,0.6603012636374792,0.6603012636374792,1
ILEabcpp,ko,0.6602627137133557,0.6602627137133557,1
LPLIPAL2ATG120,ko,0.6602408555831983,0.6602408555831983,1
COLIPAabctex,down,0.660221310683815,0.660221310683815,1
XANtex,down,0.6602189867571916,0.6602189867571916,1
TDP,down,0.6601837107099187,0.6601837107099187,1
LPLIPAL2A181,down,0.6601374455440701,0.6601374455440701,1
LPLIPAL2A161,down,0.6601374455440701,0.6601374455440701,1
LPLIPAL2ATG140,down,0.6601176134742958,0.6601176134742958,1
RMNtpp,down,0.6600866945016528,0.6600866945016528,1
ABTA,oe,0.6600862315527533,0.6600862315527533,1
GUAtex,ko,0.6600434245652326,0.6600434245652326,1
COLIPAabctex,ko,0.6600336560116986,0.6600336560116986,1
PAPA161,ko,0.6599849955853109,0.6599849955853109,1
DAGK181,ko,0.6598209633305153,0.6598209633305153,1
PG120abcpp,ko,0.6598102113435115,0.6598102113435115,1
CLPNH160pp,ko,0.6597887302118903,0.6597887302118903,1
CLPNH161pp,ko,0.6597887302118903,0.6597887302118903,1
PROD2,oe,0.6597782448475019,0.6597782448475019,1
COBALT2abcpp,down,0.6597461944930394,0.6597461944930394,1
MG2uabcpp,down,0.6597461944930394,0.6597461944930394,1
SULabcpp,down,0.6597461944930394,0.6597461944930394,1
EAR161y,ko,0.6597452643408985,0.6597452643408985,1
ALDD2y,down,0.6597405558428688,0.6597405558428688,1
S2FE2SS,ko,0.6597017480237538,0.6597017480237538,1
12PPDRtpp,down,0.6595837711713276,0.6595837711713276,1
FDMO2,down,0.659534846648293,0.659534846648293,1
FDMO6,down,0.659534846648293,0.659534846648293,1
NDPK8,oe,0.6595206281589893,0.6595206281589893,1
SUCBZL,ko,0.659482125181465,0.659482125181465,1
ASPO4,oe,0.6594522875141182,0.6594522875141182,1
CLPNS180pp,down,0.6594262132268046,0.6594262132268046,1
GUACYC,ko,0.6594161982183064,0.6594161982183064,1
METtex,down,0.6594023822184003,0.6594023822184003,1
PG180abcpp,down,0.6593902534678883,0.6593902534678883,1
FDMO6,ko,0.6593669917330444,0.6593669917330444,1
FDMO2,ko,0.6593669917330444,0.6593669917330444,1
L_LACt2rpp,ko,0.6593570887580701,0.6593570887580701,1
GLYCLTt2rpp,ko,0.6593570887580701,0.6593570887580701,1
D_LACt2pp,ko,0.6593570887580701,0.6593570887580701,1
LCADi,ko,0.6592746153403077,0.6592746153403077,1
